Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	69251	1	OK	0.5561607	-0.5244016	0.6036996	0.2263514	-26.223	66.873	349.944	0.3147942	0
1	Port 2: NDI 8700340  s/n:34802401	69252	1	OK	0.5520983	-0.5307708	0.6014315	0.2274860	-27.849	67.282	348.819	0.2986527	0
1	Port 2: NDI 8700340  s/n:34802401	69253	1	OK	0.5486510	-0.5382787	0.5980071	0.2272128	-29.427	67.680	347.781	0.2776003	0
1	Port 2: NDI 8700340  s/n:34802401	69254	1	OK	0.5454887	-0.5455100	0.5944201	0.2269925	-30.990	68.124	346.675	0.2940546	0
1	Port 2: NDI 8700340  s/n:34802401	69255	1	OK	0.5417024	-0.5523931	0.5912631	0.2276582	-32.594	68.507	345.634	0.2935264	0
1	Port 2: NDI 8700340  s/n:34802401	69256	1	OK	0.5376675	-0.5582165	0.5888966	0.2291483	-34.305	68.951	344.540	0.2949822	0
1	Port 2: NDI 8700340  s/n:34802401	69257	1	OK	0.5333497	-0.5636909	0.5865627	0.2318076	-36.285	69.201	343.426	0.3027820	0
1	Port 2: NDI 8700340  s/n:34802401	69258	1	OK	0.5290823	-0.5688242	0.5847396	0.2336461	-38.093	69.628	342.299	0.3248009	0
1	Port 2: NDI 8700340  s/n:34802401	69259	1	OK	0.5253168	-0.5753496	0.5811488	0.2351195	-39.848	69.786	341.280	0.3243333	0
1	Port 2: NDI 8700340  s/n:34802401	69260	1	OK	0.5216855	-0.5817110	0.5778876	0.2355898	-41.634	70.159	340.358	0.3214580	0
1	Port 2: NDI 8700340  s/n:34802401	69261	1	OK	0.5179875	-0.5872300	0.5748690	0.2374351	-43.558	70.301	339.416	0.3356743	0
1	Port 2: NDI 8700340  s/n:34802401	69262	1	OK	0.5134118	-0.5913535	0.5734616	0.2405227	-45.440	70.623	338.427	0.3511724	0
1	Port 2: NDI 8700340  s/n:34802401	69263	1	OK	0.5087480	-0.5952815	0.5722211	0.2436769	-47.353	71.004	337.434	0.3434292	0
1	Port 2: NDI 8700340  s/n:34802401	69264	1	OK	0.5044218	-0.5997747	0.5698498	0.2471845	-49.295	71.203	336.452	0.3955199	0
1	Port 2: NDI 8700340  s/n:34802401	69265	1	OK	0.5006671	-0.6058496	0.5662971	0.2481657	-51.134	71.481	335.745	0.3474876	0
1	Port 2: NDI 8700340  s/n:34802401	69266	1	OK	0.4973851	-0.6114918	0.5623223	0.2499588	-53.052	71.702	334.924	0.3477670	0
1	Port 2: NDI 8700340  s/n:34802401	69267	1	OK	0.4931642	-0.6155959	0.5602154	0.2529614	-55.062	72.044	334.175	0.3511352	0
1	Port 2: NDI 8700340  s/n:34802401	69268	1	OK	0.4882922	-0.6182859	0.5592318	0.2579789	-57.372	72.291	333.356	0.3449739	0
1	Port 2: NDI 8700340  s/n:34802401	69269	1	OK	0.4828809	-0.6196684	0.5592991	0.2646161	-59.506	72.568	332.568	0.3962928	0
1	Port 2: NDI 8700340  s/n:34802401	69270	1	OK	0.4778559	-0.6221459	0.5584742	0.2696197	-61.749	72.857	331.968	0.3786281	0
1	Port 2: NDI 8700340  s/n:34802401	69271	1	OK	0.4737266	-0.6247435	0.5570030	0.2739093	-63.911	73.166	331.398	0.3913462	0
1	Port 2: NDI 8700340  s/n:34802401	69272	1	OK	0.4703723	-0.6288999	0.5537730	0.2767133	-66.071	73.295	330.972	0.3555176	0
1	Port 2: NDI 8700340  s/n:34802401	69273	1	OK	0.4670202	-0.6330972	0.5503315	0.2796698	-67.962	73.524	330.490	0.3721952	0
1	Port 2: NDI 8700340  s/n:34802401	69274	1	OK	0.4639275	-0.6373700	0.5465005	0.2826091	-69.885	73.684	330.027	0.3479490	0
1	Port 2: NDI 8700340  s/n:34802401	69275	1	OK	0.4604083	-0.6409567	0.5437398	0.2855620	-71.799	74.043	329.615	0.3280801	0
1	Port 2: NDI 8700340  s/n:34802401	69276	1	OK	0.4564756	-0.6438528	0.5414027	0.2897700	-73.970	74.191	329.294	0.3280386	0
1	Port 2: NDI 8700340  s/n:34802401	69277	1	OK	0.4527843	-0.6463335	0.5390911	0.2943129	-76.118	74.405	328.925	0.2922715	0
1	Port 2: NDI 8700340  s/n:34802401	69278	1	OK	0.4487277	-0.6486170	0.5370593	0.2991767	-78.197	74.638	328.649	0.2968824	0
1	Port 2: NDI 8700340  s/n:34802401	69279	1	OK	0.4453934	-0.6508289	0.5345734	0.3037725	-80.476	74.747	328.381	0.3070503	0
1	Port 2: NDI 8700340  s/n:34802401	69280	1	OK	0.4415191	-0.6531681	0.5321342	0.3086510	-82.450	74.871	328.234	0.3476958	0
1	Port 2: NDI 8700340  s/n:34802401	69281	1	OK	0.4385984	-0.6561630	0.5289900	0.3118513	-84.433	75.157	328.109	0.3054612	0
1	Port 2: NDI 8700340  s/n:34802401	69282	1	OK	0.4352927	-0.6584720	0.5266100	0.3156213	-86.415	75.421	328.023	0.3436291	0
1	Port 2: NDI 8700340  s/n:34802401	69283	1	OK	0.4322973	-0.6610732	0.5232312	0.3198913	-88.250	75.580	327.936	0.3386407	0
1	Port 2: NDI 8700340  s/n:34802401	69284	1	OK	0.4297112	-0.6635666	0.5198587	0.3236890	-90.300	75.603	327.903	0.3532078	0
1	Port 2: NDI 8700340  s/n:34802401	69285	1	OK	0.4269033	-0.6661176	0.5165669	0.3274135	-92.155	75.674	328.002	0.3485893	0
1	Port 2: NDI 8700340  s/n:34802401	69286	1	OK	0.4247334	-0.6685843	0.5130648	0.3306979	-94.048	75.818	328.024	0.3521664	0
1	Port 2: NDI 8700340  s/n:34802401	69287	1	OK	0.4225425	-0.6709976	0.5092452	0.3344986	-95.887	75.952	328.054	0.3561885	0
1	Port 2: NDI 8700340  s/n:34802401	69288	1	OK	0.4199577	-0.6731645	0.5058945	0.3384610	-97.724	76.079	328.276	0.3756136	0
1	Port 2: NDI 8700340  s/n:34802401	69289	1	OK	0.4171933	-0.6748269	0.5028987	0.3430032	-99.502	76.270	328.460	0.3498838	0
1	Port 2: NDI 8700340  s/n:34802401	69290	1	OK	0.4146406	-0.6762230	0.5002399	0.3472112	-101.674	76.278	328.718	0.3867948	0
1	Port 2: NDI 8700340  s/n:34802401	69291	1	OK	0.4120327	-0.6779270	0.4969318	0.3517141	-103.327	76.470	328.979	0.3927319	0
1	Port 2: NDI 8700340  s/n:34802401	69292	1	OK	0.4101698	-0.6798227	0.4929038	0.3558758	-105.346	76.572	329.226	0.4035160	0
1	Port 2: NDI 8700340  s/n:34802401	69293	1	OK	0.4081664	-0.6815685	0.4892128	0.3599103	-107.275	76.713	329.662	0.3907880	0
1	Port 2: NDI 8700340  s/n:34802401	69294	1	OK	0.4061785	-0.6833863	0.4848664	0.3645638	-109.085	76.869	330.119	0.3278210	0
1	Port 2: NDI 8700340  s/n:34802401	69295	1	OK	0.4041875	-0.6844172	0.4815991	0.3691447	-111.263	76.813	330.717	0.3578602	0
1	Port 2: NDI 8700340  s/n:34802401	69296	1	OK	0.4019306	-0.6850190	0.4785494	0.3744212	-112.994	77.134	331.305	0.3885027	0
1	Port 2: NDI 8700340  s/n:34802401	69297	1	OK	0.4004287	-0.6859735	0.4746499	0.3792158	-115.083	77.155	331.858	0.3878168	0
1	Port 2: NDI 8700340  s/n:34802401	69298	1	OK	0.3984356	-0.6864216	0.4714163	0.3845011	-116.867	77.422	332.470	0.3391486	0
1	Port 2: NDI 8700340  s/n:34802401	69299	1	OK	0.3964385	-0.6867304	0.4684984	0.3895473	-118.756	77.639	333.293	0.3584208	0
1	Port 2: NDI 8700340  s/n:34802401	69300	1	OK	0.3938469	-0.6863767	0.4660708	0.3956635	-120.695	77.778	334.091	0.3958784	0
1	Port 2: NDI 8700340  s/n:34802401	69301	1	OK	0.3916457	-0.6859999	0.4632985	0.4017118	-122.702	77.827	334.929	0.3528044	0
1	Port 2: NDI 8700340  s/n:34802401	69302	1	OK	0.3892114	-0.6847509	0.4617248	0.4079717	-124.584	78.085	335.791	0.3870825	0
1	Port 2: NDI 8700340  s/n:34802401	69303	1	OK	0.3872986	-0.6837250	0.4596180	0.4138493	-126.551	78.160	336.678	0.4058988	0
1	Port 2: NDI 8700340  s/n:34802401	69304	1	OK	0.3865030	-0.6842116	0.4554618	0.4183592	-128.174	78.401	337.733	0.3543976	0
1	Port 2: NDI 8700340  s/n:34802401	69305	1	OK	0.3854185	-0.6843039	0.4514417	0.4235342	-129.698	78.622	338.760	0.3950225	0
1	Port 2: NDI 8700340  s/n:34802401	69306	1	OK	0.3852354	-0.6846704	0.4470946	0.4276992	-131.395	78.778	339.897	0.3832132	0
1	Port 2: NDI 8700340  s/n:34802401	69307	1	OK	0.3845160	-0.6838117	0.4440121	0.4328998	-132.970	79.093	340.935	0.3736220	0
1	Port 2: NDI 8700340  s/n:34802401	69308	1	OK	0.3841502	-0.6835251	0.4399883	0.4377583	-134.721	79.051	342.073	0.3767536	0
1	Port 2: NDI 8700340  s/n:34802401	69309	1	OK	0.3840968	-0.6837616	0.4352371	0.4421633	-136.126	79.255	343.305	0.3561633	0
1	Port 2: NDI 8700340  s/n:34802401	69310	1	OK	0.3849548	-0.6844046	0.4296927	0.4458299	-137.517	79.410	344.583	0.3666813	0
1	Port 2: NDI 8700340  s/n:34802401	69311	1	OK	0.3857379	-0.6840360	0.4249541	0.4502389	-138.706	79.767	345.744	0.3761952	0
1	Port 2: NDI 8700340  s/n:34802401	69312	1	OK	0.3872424	-0.6842292	0.4200494	0.4532463	-140.238	79.883	347.160	0.4099287	0
1	Port 2: NDI 8700340  s/n:34802401	69313	1	OK	0.3878272	-0.6838087	0.4152996	0.4577357	-141.491	80.067	348.584	0.3621837	0
1	Port 2: NDI 8700340  s/n:34802401	69314	1	OK	0.3872348	-0.6821054	0.4122205	0.4635253	-142.794	80.366	349.930	0.3724017	0
1	Port 2: NDI 8700340  s/n:34802401	69315	1	OK	0.3867751	-0.6804204	0.4091584	0.4690656	-144.327	80.300	351.348	0.3746533	0
1	Port 2: NDI 8700340  s/n:34802401	69316	1	OK	0.3869241	-0.6785369	0.4059162	0.4744570	-145.761	80.449	352.699	0.3449444	0
1	Port 2: NDI 8700340  s/n:34802401	69317	1	OK	0.3866882	-0.6768618	0.4031151	0.4794044	-147.244	80.531	354.346	0.3314392	0
1	Port 2: NDI 8700340  s/n:34802401	69318	1	OK	0.3872277	-0.6755738	0.3992868	0.4839677	-148.536	80.839	355.898	0.3961455	0
1	Port 2: NDI 8700340  s/n:34802401	69319	1	OK	0.3876488	-0.6737986	0.3956900	0.4890330	-149.632	81.105	357.557	0.3340322	0
1	Port 2: NDI 8700340  s/n:34802401	69320	1	OK	0.3882359	-0.6718263	0.3909512	0.4950551	-150.875	81.074	359.038	0.3153648	0
1	Port 2: NDI 8700340  s/n:34802401	69321	1	OK	0.3889983	-0.6702740	0.3868375	0.4997697	-152.143	81.150	360.769	0.3092633	0
1	Port 2: NDI 8700340  s/n:34802401	69322	1	OK	0.3902793	-0.6687578	0.3825074	0.5041162	-153.360	81.389	362.564	0.2907051	0
1	Port 2: NDI 8700340  s/n:34802401	69323	1	OK	0.3912745	-0.6671575	0.3773245	0.5093440	-154.796	81.196	364.277	0.2720626	0
1	Port 2: NDI 8700340  s/n:34802401	69324	1	OK	0.3909488	-0.6642705	0.3746375	0.5153159	-156.024	81.398	366.127	0.3247683	0
1	Port 2: NDI 8700340  s/n:34802401	69325	1	OK	0.3900015	-0.6611179	0.3715860	0.5222507	-157.407	81.440	367.885	0.2718004	0
1	Port 2: NDI 8700340  s/n:34802401	69326	1	OK	0.3886024	-0.6582163	0.3698987	0.5281235	-158.970	81.316	369.958	0.3131995	0
1	Port 2: NDI 8700340  s/n:34802401	69327	1	OK	0.3876510	-0.6550111	0.3666696	0.5350146	-160.481	81.175	371.735	0.3306845	0
1	Port 2: NDI 8700340  s/n:34802401	69328	1	OK	0.3867724	-0.6518545	0.3637189	0.5414808	-161.940	81.004	373.633	0.2537430	0
1	Port 2: NDI 8700340  s/n:34802401	69329	1	OK	0.3867950	-0.6493331	0.3601202	0.5468725	-163.404	80.818	375.629	0.2961281	0
1	Port 2: NDI 8700340  s/n:34802401	69330	1	OK	0.3866117	-0.6465958	0.3566332	0.5525016	-164.809	80.594	377.620	0.3018080	0
1	Port 2: NDI 8700340  s/n:34802401	69331	1	OK	0.3857863	-0.6432926	0.3533854	0.5589833	-165.979	80.512	379.642	0.2753486	0
1	Port 2: NDI 8700340  s/n:34802401	69332	1	OK	0.3853556	-0.6401866	0.3497608	0.5650926	-167.433	80.116	381.680	0.3001432	0
1	Port 2: NDI 8700340  s/n:34802401	69333	1	OK	0.3844206	-0.6361149	0.3473270	0.5717890	-168.598	79.989	383.686	0.3224188	0
1	Port 2: NDI 8700340  s/n:34802401	69334	1	OK	0.3844281	-0.6330392	0.3433460	0.5775725	-169.820	79.651	385.740	0.3440334	0
1	Port 2: NDI 8700340  s/n:34802401	69335	1	OK	0.3848995	-0.6297806	0.3394728	0.5830840	-170.887	79.429	387.809	0.3172247	0
1	Port 2: NDI 8700340  s/n:34802401	69336	1	OK	0.3865485	-0.6271378	0.3349053	0.5874665	-171.698	79.425	389.900	0.2824655	0
1	Port 2: NDI 8700340  s/n:34802401	69337	1	OK	0.3871343	-0.6235777	0.3322328	0.5923675	-172.610	79.187	392.112	0.3066382	0
1	Port 2: NDI 8700340  s/n:34802401	69338	1	OK	0.3870003	-0.6193783	0.3294304	0.5983952	-173.515	78.896	394.125	0.3477056	0
1	Port 2: NDI 8700340  s/n:34802401	69339	1	OK	0.3871793	-0.6155053	0.3270984	0.6035329	-174.357	78.784	396.240	0.3420353	0
1	Port 2: NDI 8700340  s/n:34802401	69340	1	OK	0.3883950	-0.6120085	0.3238153	0.6080613	-174.875	78.645	398.481	0.3349098	0
1	Port 2: NDI 8700340  s/n:34802401	69341	1	OK	0.3888710	-0.6077851	0.3215477	0.6131751	-175.415	78.465	400.557	0.3305582	0
1	Port 2: NDI 8700340  s/n:34802401	69342	1	OK	0.3911009	-0.6044414	0.3174047	0.6172074	-175.974	78.255	402.543	0.3368593	0
1	Port 2: NDI 8700340  s/n:34802401	69343	1	OK	0.3920664	-0.6001817	0.3148746	0.6220288	-176.464	78.115	404.646	0.3140949	0
1	Port 2: NDI 8700340  s/n:34802401	69344	1	OK	0.3937747	-0.5967175	0.3119843	0.6257280	-176.841	77.981	406.825	0.3765723	0
1	Port 2: NDI 8700340  s/n:34802401	69345	1	OK	0.3945588	-0.5921677	0.3100843	0.6304827	-177.062	77.906	409.042	0.3727941	0
1	Port 2: NDI 8700340  s/n:34802401	69346	1	OK	0.3963707	-0.5885464	0.3064391	0.6345064	-177.605	77.390	411.156	0.3859608	0
1	Port 2: NDI 8700340  s/n:34802401	69347	1	OK	0.3974159	-0.5842510	0.3044165	0.6387816	-177.876	77.185	413.299	0.4355255	0
1	Port 2: NDI 8700340  s/n:34802401	69348	1	OK	0.3977566	-0.5792947	0.3024529	0.6439950	-178.181	77.041	415.222	0.3765711	0
1	Port 2: NDI 8700340  s/n:34802401	69349	1	OK	0.3988914	-0.5750433	0.3006170	0.6479509	-178.355	76.872	417.332	0.4011669	0
1	Port 2: NDI 8700340  s/n:34802401	69350	1	OK	0.3999751	-0.5708165	0.2982575	0.6520973	-178.486	76.416	419.277	0.3547798	0
1	Port 2: NDI 8700340  s/n:34802401	69351	1	OK	0.4018748	-0.5667222	0.2961592	0.6554482	-178.496	76.308	421.187	0.4044065	0
1	Port 2: NDI 8700340  s/n:34802401	69352	1	OK	0.4037070	-0.5620542	0.2944527	0.6591004	-178.168	76.398	423.090	0.3770879	0
1	Port 2: NDI 8700340  s/n:34802401	69353	1	OK	0.4057246	-0.5575795	0.2930987	0.6622581	-177.867	76.263	425.055	0.3853504	0
1	Port 2: NDI 8700340  s/n:34802401	69354	1	OK	0.4084745	-0.5534883	0.2911253	0.6648649	-177.562	76.200	426.849	0.3756623	0
1	Port 2: NDI 8700340  s/n:34802401	69355	1	OK	0.4113836	-0.5496607	0.2884487	0.6674084	-177.385	75.917	428.517	0.3411895	0
1	Port 2: NDI 8700340  s/n:34802401	69356	1	OK	0.4142756	-0.5455575	0.2877724	0.6692756	-176.993	76.073	430.313	0.3481210	0
1	Port 2: NDI 8700340  s/n:34802401	69357	1	OK	0.4177406	-0.5415795	0.2856888	0.6712424	-176.051	76.203	432.129	0.3751647	0
1	Port 2: NDI 8700340  s/n:34802401	69358	1	OK	0.4212633	-0.5377460	0.2842159	0.6727465	-175.882	76.118	433.675	0.4390225	0
1	Port 2: NDI 8700340  s/n:34802401	69359	1	OK	0.4250622	-0.5335253	0.2829892	0.6742329	-174.840	76.291	435.532	0.3934442	0
1	Port 2: NDI 8700340  s/n:34802401	69360	1	OK	0.4276837	-0.5293172	0.2817669	0.6764003	-174.471	76.224	436.967	0.3885278	0
1	Port 2: NDI 8700340  s/n:34802401	69361	1	OK	0.4306898	-0.5250777	0.2809934	0.6781168	-173.802	75.961	438.773	0.4012796	0
1	Port 2: NDI 8700340  s/n:34802401	69362	1	OK	0.4346409	-0.5207478	0.2796578	0.6794855	-172.633	76.469	440.405	0.3763635	0
1	Port 2: NDI 8700340  s/n:34802401	69363	1	OK	0.4391785	-0.5172092	0.2784839	0.6797526	-171.953	76.304	442.106	0.4193229	0
1	Port 2: NDI 8700340  s/n:34802401	69364	1	OK	0.4421392	-0.5121995	0.2770148	0.6822224	-171.100	76.517	443.532	0.3714831	0
1	Port 2: NDI 8700340  s/n:34802401	69365	1	OK	0.4454216	-0.5078766	0.2771985	0.6832437	-170.249	76.409	445.315	0.3990715	0
1	Port 2: NDI 8700340  s/n:34802401	69366	1	OK	0.4489987	-0.5034250	0.2756001	0.6848416	-169.292	76.554	446.909	0.3493354	0
1	Port 2: NDI 8700340  s/n:34802401	69367	1	OK	0.4521873	-0.4990511	0.2753998	0.6860245	-168.508	76.481	448.594	0.3986906	0
1	Port 2: NDI 8700340  s/n:34802401	69368	1	OK	0.4553449	-0.4945711	0.2739083	0.6877752	-167.995	75.948	450.225	0.3856353	0
1	Port 2: NDI 8700340  s/n:34802401	69369	1	OK	0.4589688	-0.4898508	0.2731287	0.6890533	-166.944	76.001	452.014	0.3703789	0
1	Port 2: NDI 8700340  s/n:34802401	69370	1	OK	0.4619822	-0.4851341	0.2728349	0.6904915	-165.912	76.115	453.700	0.4138272	0
1	Port 2: NDI 8700340  s/n:34802401	69371	1	OK	0.4647633	-0.4802376	0.2712676	0.6926621	-165.136	75.852	455.302	0.3508125	0
1	Port 2: NDI 8700340  s/n:34802401	69372	1	OK	0.4679409	-0.4755896	0.2705169	0.6940219	-164.241	75.713	457.052	0.3704467	0
1	Port 2: NDI 8700340  s/n:34802401	69373	1	OK	0.4702334	-0.4705258	0.2695761	0.6962864	-163.572	75.328	458.695	0.4192105	0
1	Port 2: NDI 8700340  s/n:34802401	69374	1	OK	0.4729298	-0.4654028	0.2690368	0.6981095	-162.555	75.327	460.413	0.4019302	0
1	Port 2: NDI 8700340  s/n:34802401	69375	1	OK	0.4760212	-0.4608488	0.2679308	0.6994536	-161.835	74.852	462.196	0.4354286	0
1	Port 2: NDI 8700340  s/n:34802401	69376	1	OK	0.4776371	-0.4553672	0.2670046	0.7022905	-160.860	74.656	463.833	0.3922525	0
1	Port 2: NDI 8700340  s/n:34802401	69377	1	OK	0.4787310	-0.4496819	0.2665538	0.7053736	-160.220	74.405	465.246	0.3816142	0
1	Port 2: NDI 8700340  s/n:34802401	69378	1	OK	0.4820216	-0.4447113	0.2653998	0.7067177	-158.966	74.312	466.984	0.3606922	0
1	Port 2: NDI 8700340  s/n:34802401	69379	1	OK	0.4848729	-0.4399434	0.2644274	0.7081146	-158.371	73.809	468.523	0.3084187	0
1	Port 2: NDI 8700340  s/n:34802401	69380	1	OK	0.4882976	-0.4353656	0.2637412	0.7088461	-157.410	73.488	470.231	0.3759748	0
1	Port 2: NDI 8700340  s/n:34802401	69381	1	OK	0.4912700	-0.4303783	0.2626990	0.7102236	-156.417	73.173	471.747	0.3524947	0
1	Port 2: NDI 8700340  s/n:34802401	69382	1	OK	0.4934244	-0.4252689	0.2623338	0.7119408	-155.159	73.038	473.312	0.3842058	0
1	Port 2: NDI 8700340  s/n:34802401	69383	1	OK	0.4961101	-0.4205930	0.2614459	0.7131777	-154.402	72.353	474.767	0.3758217	0
1	Port 2: NDI 8700340  s/n:34802401	69384	1	OK	0.4985641	-0.4151267	0.2609218	0.7148591	-153.192	72.323	476.062	0.3451672	0
1	Port 2: NDI 8700340  s/n:34802401	69385	1	OK	0.5015989	-0.4103945	0.2607982	0.7155133	-151.898	72.156	477.544	0.3234716	0
1	Port 2: NDI 8700340  s/n:34802401	69386	1	OK	0.5042441	-0.4057973	0.2605304	0.7163731	-151.108	71.755	478.793	0.3583224	0
1	Port 2: NDI 8700340  s/n:34802401	69387	1	OK	0.5082910	-0.4016759	0.2591292	0.7163441	-150.010	71.348	480.181	0.3282800	0
1	Port 2: NDI 8700340  s/n:34802401	69388	1	OK	0.5101290	-0.3964625	0.2598039	0.7176961	-148.629	71.259	481.421	0.3676980	0
1	Port 2: NDI 8700340  s/n:34802401	69389	1	OK	0.5134795	-0.3924824	0.2590226	0.7177769	-147.711	70.768	482.635	0.3787714	0
1	Port 2: NDI 8700340  s/n:34802401	69390	1	OK	0.5155934	-0.3875486	0.2599594	0.7186032	-146.445	70.693	483.849	0.3181624	0
1	Port 2: NDI 8700340  s/n:34802401	69391	1	OK	0.5180520	-0.3828309	0.2598734	0.7193945	-145.300	70.411	484.921	0.3512880	0
1	Port 2: NDI 8700340  s/n:34802401	69392	1	OK	0.5206467	-0.3784844	0.2600357	0.7197624	-144.100	70.236	486.010	0.3182694	0
1	Port 2: NDI 8700340  s/n:34802401	69393	1	OK	0.5221710	-0.3733894	0.2607272	0.7210680	-142.804	69.977	487.067	0.3299828	0
1	Port 2: NDI 8700340  s/n:34802401	69394	1	OK	0.5239406	-0.3688325	0.2621298	0.7216209	-141.688	69.638	488.080	0.3373670	0
1	Port 2: NDI 8700340  s/n:34802401	69395	1	OK	0.5274391	-0.3645761	0.2626074	0.7210614	-140.258	69.591	489.036	0.3541188	0
1	Port 2: NDI 8700340  s/n:34802401	69396	1	OK	0.5303667	-0.3600577	0.2637549	0.7207655	-138.604	69.651	489.957	0.3519874	0
1	Port 2: NDI 8700340  s/n:34802401	69397	1	OK	0.5333026	-0.3558972	0.2643635	0.7204425	-137.523	69.395	490.691	0.3685365	0
1	Port 2: NDI 8700340  s/n:34802401	69398	1	OK	0.5365026	-0.3519082	0.2657730	0.7195070	-135.779	69.536	491.539	0.3344814	0
1	Port 2: NDI 8700340  s/n:34802401	69399	1	OK	0.5390108	-0.3476564	0.2672299	0.7191596	-134.525	69.095	492.348	0.3544033	0
1	Port 2: NDI 8700340  s/n:34802401	69400	1	OK	0.5418897	-0.3433137	0.2681616	0.7187354	-132.801	69.295	492.947	0.2874011	0
1	Port 2: NDI 8700340  s/n:34802401	69401	1	OK	0.5442525	-0.3390314	0.2701897	0.7182231	-131.297	69.239	493.638	0.2727915	0
1	Port 2: NDI 8700340  s/n:34802401	69402	1	OK	0.5476951	-0.3354547	0.2716642	0.7167279	-129.872	69.048	494.202	0.3217933	0
1	Port 2: NDI 8700340  s/n:34802401	69403	1	OK	0.5510188	-0.3314695	0.2741492	0.7150863	-127.991	69.142	494.799	0.3464064	0
1	Port 2: NDI 8700340  s/n:34802401	69404	1	OK	0.5546577	-0.3277203	0.2759783	0.7132953	-126.128	69.436	495.128	0.2886181	0
1	Port 2: NDI 8700340  s/n:34802401	69405	1	OK	0.5585055	-0.3242636	0.2778026	0.7111613	-124.519	69.333	495.550	0.3302270	0
1	Port 2: NDI 8700340  s/n:34802401	69406	1	OK	0.5616796	-0.3205021	0.2807249	0.7092165	-122.605	69.405	495.913	0.3169002	0
1	Port 2: NDI 8700340  s/n:34802401	69407	1	OK	0.5659264	-0.3173520	0.2830399	0.7063309	-120.802	69.568	496.216	0.3100356	0
1	Port 2: NDI 8700340  s/n:34802401	69408	1	OK	0.5695476	-0.3137253	0.2854535	0.7040655	-118.763	69.963	496.386	0.2794909	0
1	Port 2: NDI 8700340  s/n:34802401	69409	1	OK	0.5738846	-0.3111411	0.2883860	0.7004864	-117.128	69.986	496.535	0.2705050	0
1	Port 2: NDI 8700340  s/n:34802401	69410	1	OK	0.5781220	-0.3085682	0.2899591	0.6974843	-115.321	69.975	496.556	0.2754584	0
1	Port 2: NDI 8700340  s/n:34802401	69411	1	OK	0.5820333	-0.3059098	0.2928367	0.6941924	-113.465	70.234	496.537	0.2904381	0
1	Port 2: NDI 8700340  s/n:34802401	69412	1	OK	0.5860134	-0.3037199	0.2957994	0.6905398	-111.629	70.685	496.473	0.3179220	0
1	Port 2: NDI 8700340  s/n:34802401	69413	1	OK	0.5882758	-0.3004755	0.2984224	0.6889050	-109.586	71.054	496.178	0.2072655	0
1	Port 2: NDI 8700340  s/n:34802401	69414	1	OK	0.5922283	-0.2989335	0.3016195	0.6847847	-107.926	71.163	496.004	0.2251537	0
1	Port 2: NDI 8700340  s/n:34802401	69415	1	OK	0.5965596	-0.2975768	0.3042348	0.6804454	-106.364	71.293	495.623	0.2583917	0
1	Port 2: NDI 8700340  s/n:34802401	69416	1	OK	0.6009857	-0.2963746	0.3083936	0.6751827	-104.110	71.847	495.368	0.2967333	0
1	Port 2: NDI 8700340  s/n:34802401	69417	1	OK	0.6051387	-0.2947705	0.3109620	0.6709844	-102.067	72.304	494.835	0.2175981	0
1	Port 2: NDI 8700340  s/n:34802401	69418	1	OK	0.6089552	-0.2932152	0.3146840	0.6664626	-100.279	72.545	494.344	0.2369603	0
1	Port 2: NDI 8700340  s/n:34802401	69419	1	OK	0.6138472	-0.2921804	0.3176292	0.6610098	-98.402	72.960	493.752	0.2387569	0
1	Port 2: NDI 8700340  s/n:34802401	69420	1	OK	0.6183435	-0.2913296	0.3215161	0.6552907	-96.230	73.271	493.230	0.2394190	0
1	Port 2: NDI 8700340  s/n:34802401	69421	1	OK	0.6230333	-0.2904905	0.3248979	0.6495276	-93.861	73.938	492.502	0.2131476	0
1	Port 2: NDI 8700340  s/n:34802401	69422	1	OK	0.6278693	-0.2901476	0.3289257	0.6429637	-91.990	74.106	491.967	0.2584613	0
1	Port 2: NDI 8700340  s/n:34802401	69423	1	OK	0.6321701	-0.2891876	0.3317795	0.6376942	-90.053	74.314	491.135	0.2204804	0
1	Port 2: NDI 8700340  s/n:34802401	69424	1	OK	0.6358938	-0.2880506	0.3359599	0.6322949	-87.874	74.563	490.547	0.2365821	0
1	Port 2: NDI 8700340  s/n:34802401	69425	1	OK	0.6389114	-0.2867651	0.3394295	0.6279694	-86.007	74.803	489.796	0.2124588	0
1	Port 2: NDI 8700340  s/n:34802401	69426	1	OK	0.6411968	-0.2852731	0.3440358	0.6237991	-84.055	75.167	489.148	0.2677432	0
1	Port 2: NDI 8700340  s/n:34802401	69427	1	OK	0.6441672	-0.2840132	0.3472991	0.6194904	-82.222	75.467	488.324	0.2082055	0
1	Port 2: NDI 8700340  s/n:34802401	69428	1	OK	0.6469027	-0.2835790	0.3516127	0.6143845	-80.499	75.528	487.775	0.2420095	0
1	Port 2: NDI 8700340  s/n:34802401	69429	1	OK	0.6483451	-0.2816108	0.3553787	0.6115962	-78.975	75.500	487.015	0.2444142	0
1	Port 2: NDI 8700340  s/n:34802401	69430	1	OK	0.6504763	-0.2807164	0.3596321	0.6072427	-77.342	75.810	486.313	0.2190214	0
